selected_rank,candidate_id,slate_date,player,team,opponent,matchup_key,game_time_et,market,side,line,projected_value,line_gap,wf_confidence,meta_prob_correct,estimated_accuracy_prior_pct,tier,model_action,base_score,correlation_penalty,final_score,risk_flags,premium_pockets
,611e44595d243cdd42f0,2026-05-05,Alex Caruso,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PRA,OVER,11.5,11.46,-0.04,0.658107,0.529727,89.06,C,COVERAGE,0.701609,0.119,0.582609,low_projected_minutes; projection_side_split; thin_projection_gap,
,e10739964c8b50cb0435,2026-05-05,Dean Wade,CLE,DET,CLE@DET,"May 5, 7:00 PM",AST,OVER,0.5,1.13,0.63,0.642624,0.509848,89.06,C,COVERAGE,0.701172,0.095,0.606172,,
,3897093eac77926f9693,2026-05-05,Jaylin Williams,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",PTS,UNDER,3.5,2.89,-0.61,0.620001,0.468509,89.06,C,COVERAGE,0.700946,0.095,0.605946,low_projected_minutes,
,86ebfec3c83c8fbb78ab,2026-05-05,Ausar Thompson,DET,CLE,CLE@DET,"May 5, 7:00 PM",AST,OVER,3.5,3.64,0.14,0.536573,0.483175,89.06,C,COVERAGE,0.700449,0.095,0.605449,thin_projection_gap,
,fc3fa14dfe57af64fe84,2026-05-05,Cade Cunningham,DET,CLE,CLE@DET,"May 5, 7:00 PM",REB,UNDER,5.5,5.55,0.05,0.509377,0.49766,89.06,C,COVERAGE,0.700182,0.107,0.593182,projection_side_split; thin_projection_gap,
,cbcc8fb9e1d87e9055a4,2026-05-05,Jaylin Williams,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",AST,OVER,1.5,1.81,0.31,0.737298,0.466164,89.06,C,COVERAGE,0.698731,0.095,0.603731,low_projected_minutes; thin_projection_gap,
,0fda7365e2878d9f916c,2026-05-05,Luke Kennard,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",PR,OVER,10.5,12.02,1.52,0.542516,0.501507,89.06,D,COVERAGE,0.698135,0.113,0.585135,,
,eb4af9f7ec3b2e892370,2026-05-05,Isaiah Stewart,DET,CLE,CLE@DET,"May 5, 7:00 PM",AST,UNDER,0.5,0.66,0.16,0.722821,0.575032,89.06,C,COVERAGE,0.697367,0.095,0.602367,low_projected_minutes; projection_side_split; thin_projection_gap,
,07ad890eee5f2e256919,2026-05-05,Duncan Robinson,DET,CLE,CLE@DET,"May 5, 7:00 PM",REB,UNDER,2.5,2.57,0.07,0.511922,0.492114,89.06,C,COVERAGE,0.69603,0.107,0.58903,projection_side_split; thin_projection_gap,
,824f9ae0a57e88ed1729,2026-05-05,Tobias Harris,DET,CLE,CLE@DET,"May 5, 7:00 PM",THREES,UNDER,1.5,1.51,0.01,0.615468,0.615287,89.06,D,COVERAGE,0.694679,0.095,0.599679,projection_side_split; thin_projection_gap,
,13214d60a07f6d2444cb,2026-05-05,Luguentz Dort,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",AST,OVER,1,1.27,0.27,0.613878,0.477799,89.06,C,COVERAGE,0.691145,0.095,0.596145,thin_projection_gap,
,d0f7594116ed5115ded8,2026-05-05,Sam Merrill,CLE,DET,CLE@DET,"May 5, 7:00 PM",PRA,OVER,9.5,9.55,0.05,0.662242,0.543194,89.06,C,COVERAGE,0.690355,0.119,0.571355,low_projected_minutes; thin_projection_gap,
,02925f62ca9e59fc3abb,2026-05-05,Chet Holmgren,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",THREES,UNDER,1.5,1.52,0.02,0.591638,0.598052,89.06,D,COVERAGE,0.688543,0.095,0.593543,projection_side_split; thin_projection_gap,
,28ba88d6de432df905f3,2026-05-05,Dean Wade,CLE,DET,CLE@DET,"May 5, 7:00 PM",PA,OVER,5.5,5.77,0.27,0.630236,0.509957,89.06,C,COVERAGE,0.684358,0.119,0.565358,minimum_book_depth; thin_projection_gap,
,bed18d0a4dcef8ff6cee,2026-05-05,Cason Wallace,OKC,LAL,LAL@OKC,"May 5, 8:30 PM",RA,OVER,4.5,5.64,1.14,0.554754,0.579247,89.06,D,COVERAGE,0.683305,0.113,0.570305,low_projected_minutes,
,765aa70adb05c61eb780,2026-05-05,Isaiah Stewart,DET,CLE,CLE@DET,"May 5, 7:00 PM",PTS,UNDER,4.5,4.69,0.19,0.573736,0.530641,89.06,C,COVERAGE,0.680117,0.095,0.585117,low_projected_minutes; projection_side_split; thin_projection_gap,
,4320c3fea7b0d1748e1b,2026-05-05,Javonte Green,DET,CLE,CLE@DET,"May 5, 7:00 PM",PTS,UNDER,4.5,4.19,-0.31,0.584356,0.511239,89.06,C,COVERAGE,0.677512,0.095,0.582512,low_projected_minutes; thin_projection_gap,
,3b32efb10ea1842b8205,2026-05-05,Sam Merrill,CLE,DET,CLE@DET,"May 5, 7:00 PM",AST,OVER,1.5,1.58,0.08,0.624975,0.505042,89.06,C,COVERAGE,0.674106,0.095,0.579106,low_projected_minutes; thin_projection_gap,
,a2aeb0bdf7e415cd2a3d,2026-05-05,Sam Merrill,CLE,DET,CLE@DET,"May 5, 7:00 PM",REB,UNDER,1.5,1.73,0.23,0.588226,0.521024,89.06,C,COVERAGE,0.673729,0.107,0.566729,low_projected_minutes; projection_side_split; thin_projection_gap,
,2502db92d445319abf9f,2026-05-05,Daniss Jenkins,DET,CLE,CLE@DET,"May 5, 7:00 PM",PR,UNDER,10.5,8.92,-1.58,0.562445,0.557262,89.06,D,COVERAGE,0.670261,0.113,0.557261,low_projected_minutes,
,0e029e0eddfb0972689c,2026-05-05,LeBron James,LAL,OKC,LAL@OKC,"May 5, 8:30 PM",THREES,OVER,1.5,1.82,0.32,0.547206,0.555305,89.06,D,COVERAGE,0.669261,0.095,0.574261,baseline_source; thin_projection_gap,
,6b9e31ad6bbd32fb4466,2026-05-05,Dean Wade,CLE,DET,CLE@DET,"May 5, 7:00 PM",RA,OVER,4.5,5.05,0.55,0.581409,0.578336,89.06,D,COVERAGE,0.667609,0.113,0.554609,,
,3e1ddc84d6e9ac1140df,2026-05-05,Daniss Jenkins,DET,CLE,CLE@DET,"May 5, 7:00 PM",REB,UNDER,1.5,1.71,0.21,0.605389,0.484372,89.06,C,COVERAGE,0.666253,0.107,0.559253,low_projected_minutes; projection_side_split; thin_projection_gap,
,371cb8a3867e30e838c3,2026-05-05,Ausar Thompson,DET,CLE,CLE@DET,"May 5, 7:00 PM",RA,UNDER,10.5,10.4,-0.1,0.555105,0.56978,89.06,D,COVERAGE,0.661843,0.113,0.548843,baseline_source; thin_projection_gap,
,84d85560e700bc99c35f,2026-05-05,Max Strus,CLE,DET,CLE@DET,"May 5, 7:00 PM",RA,UNDER,6.5,6.92,0.42,0.573789,0.577355,89.06,D,COVERAGE,0.660733,0.113,0.547733,projection_side_split; thin_projection_gap,
,d4a6325e9005984ee1e9,2026-05-05,Ausar Thompson,DET,CLE,CLE@DET,"May 5, 7:00 PM",PA,UNDER,12.5,12.64,0.14,0.571289,0.55756,89.06,D,COVERAGE,0.654112,0.119,0.535112,baseline_source; projection_side_split; thin_projection_gap,
,278faf09d847df92877f,2026-05-05,Sam Merrill,CLE,DET,CLE@DET,"May 5, 7:00 PM",THREES,OVER,1.5,1.94,0.44,0.596473,0.562421,89.06,D,COVERAGE,0.653609,0.095,0.558609,low_projected_minutes; baseline_source; thin_projection_gap,
